2018-12-11 15:15:57,357 |  BramHope Website Portal |INFO | browser gets open
2018-12-14 14:51:35,781 |  Habitos - CRM Info |INFO | User can able to select the category
2018-12-14 14:51:36,136 |  Habitos - CRM Info |INFO | User can enter the email in email field
2018-12-14 14:51:36,409 |  Habitos - CRM Info |INFO | User can enter the address in address field
2018-12-14 14:51:36,835 |  Habitos - CRM Info |INFO | User can able to select the facilities
2018-12-14 14:51:37,004 |  Habitos - CRM Info |INFO | user can enter the lat value
2018-12-14 14:51:37,162 |  Habitos - CRM Info |INFO | user can enter the longtitue values
2018-12-14 14:51:37,476 |  Habitos - CRM Info |INFO | user can able to select the from date
2018-12-14 14:51:37,631 |  Habitos - CRM Info |INFO | Verify that user can able to click the to date
2018-12-14 14:51:37,945 |  Habitos - CRM Info |INFO | Verify that if user can enter the contact person name
2018-12-14 14:51:38,141 |  Habitos - CRM Info |INFO | Verify that user can enter the mobile number in mobile field
2018-12-14 14:51:38,261 |  Habitos - CRM Info |INFO | Verify that user can able to select the meal time
2018-12-14 14:51:38,379 |  Habitos - CRM Info |INFO | Verify that user can able to select meal type
2018-12-14 14:51:38,492 |  Habitos - CRM Info |INFO | Verify that user can able to select Student type
2018-12-14 14:51:38,609 |  Habitos - CRM Info |INFO | Verify that user can able to select spread type
2018-12-14 14:51:38,692 |  Habitos - CRM Info |INFO | Verify that user can able to enter the total count
2018-12-14 14:51:38,893 |  Habitos - CRM Info |INFO | Verify that user can able to select the consume time
2018-12-14 14:51:39,085 |  Habitos - CRM Info |INFO | Verify that user can able to select the dispatch time
2018-12-14 14:51:39,289 |  Habitos - CRM Info |INFO | Verify that user can able to select the delivery time
2018-12-14 14:51:39,407 |  Habitos - CRM Info |INFO | Verify that user can able to select the order type
2018-12-14 14:53:27,536 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2018-12-14 14:53:27,644 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2018-12-14 14:53:27,653 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2018-12-14 14:53:27,786 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2018-12-14 14:53:27,793 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2018-12-14 14:53:28,341 |  Habitos - ERP |INFO | Verify that if the user can't able to login with correct un & incorrect password
2018-12-14 14:53:28,445 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2018-12-14 14:53:28,462 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2018-12-14 14:53:28,594 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2018-12-14 14:53:28,605 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2018-12-14 14:53:28,702 |  Habitos - ERP |INFO | Verify that user can able to login the valid credentials
2018-12-14 14:53:41,302 |  Habitos - CRM Info |INFO | Verify that if click info it should redirect to crm info index screen 
2018-12-14 14:53:43,642 |  Habitos - CRM Info |INFO | Verify that if click add new button it should redirect to add new screen
2018-12-14 14:53:43,864 |  Habitos - CRM Info |INFO | User can enter the name in name field
2018-12-14 14:53:44,408 |  Habitos - CRM Info |INFO | User can able to select the category
2018-12-14 14:53:44,798 |  Habitos - CRM Info |INFO | User can enter the email in email field
2018-12-14 14:53:45,133 |  Habitos - CRM Info |INFO | User can enter the address in address field
2018-12-14 14:53:45,521 |  Habitos - CRM Info |INFO | User can able to select the facilities
2018-12-14 14:53:45,697 |  Habitos - CRM Info |INFO | user can enter the lat value
2018-12-14 14:53:45,865 |  Habitos - CRM Info |INFO | user can enter the longtitue values
2018-12-14 14:53:46,263 |  Habitos - CRM Info |INFO | user can able to select the from date
2018-12-14 14:53:46,551 |  Habitos - CRM Info |INFO | Verify that user can able to click the to date
2018-12-14 14:53:46,903 |  Habitos - CRM Info |INFO | Verify that if user can enter the contact person name
2018-12-14 14:53:47,095 |  Habitos - CRM Info |INFO | Verify that user can enter the mobile number in mobile field
2018-12-14 14:53:47,221 |  Habitos - CRM Info |INFO | Verify that user can able to select the meal time
2018-12-14 14:53:47,362 |  Habitos - CRM Info |INFO | Verify that user can able to select meal type
2018-12-14 14:53:47,483 |  Habitos - CRM Info |INFO | Verify that user can able to select Student type
2018-12-14 14:53:47,641 |  Habitos - CRM Info |INFO | Verify that user can able to select spread type
2018-12-14 14:53:47,753 |  Habitos - CRM Info |INFO | Verify that user can able to enter the total count
2018-12-14 14:53:48,003 |  Habitos - CRM Info |INFO | Verify that user can able to select the consume time
2018-12-14 14:53:48,234 |  Habitos - CRM Info |INFO | Verify that user can able to select the dispatch time
2018-12-14 14:53:48,482 |  Habitos - CRM Info |INFO | Verify that user can able to select the delivery time
2018-12-14 14:53:48,625 |  Habitos - CRM Info |INFO | Verify that user can able to select the order type
2018-12-21 18:28:40,131 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2018-12-21 18:28:40,355 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2018-12-21 18:28:40,364 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2018-12-21 18:28:40,545 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2018-12-21 18:28:40,552 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2018-12-21 18:28:41,065 |  Habitos - ERP |INFO | Verify that if the user can't able to login with correct un & incorrect password
2018-12-21 18:28:41,137 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2018-12-21 18:28:41,147 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2018-12-21 18:28:41,251 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2018-12-21 18:28:41,263 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2018-12-21 18:28:41,337 |  Habitos - ERP |INFO | Verify that user can able to login the valid credentials
2018-12-21 18:28:51,166 |  Habitos - CRM Info |INFO | Verify that if click info it should redirect to crm info index screen 
2018-12-21 18:28:55,276 |  Habitos - CRM Info |INFO | Verify that if click add new button it should redirect to add new screen
2018-12-21 18:28:55,481 |  Habitos - CRM Info |INFO | User can enter the name in name field
2018-12-21 18:28:56,152 |  Habitos - CRM Info |INFO | User can able to select the category
2018-12-21 18:28:56,575 |  Habitos - CRM Info |INFO | User can enter the email in email field
2018-12-21 18:28:57,218 |  Habitos - CRM Info |ERROR | Verify that user can able to select the meal time
2018-12-21 18:28:57,222 |  Habitos - CRM Info |ERROR | Verify that user can able to select meal type
2018-12-21 18:28:57,227 |  Habitos - CRM Info |ERROR | Verify that user can able to select Student type
2018-12-21 18:28:57,230 |  Habitos - CRM Info |ERROR | Verify that user can able to select spread type
2018-12-21 18:28:57,236 |  Habitos - CRM Info |ERROR | Verify that user can able to enter the total count
2018-12-21 18:28:57,241 |  Habitos - CRM Info |INFO | Verify that user can able to select the consume time
2018-12-21 18:28:57,244 |  Habitos - CRM Info |INFO | Verify that user can able to select the dispatch time
2018-12-21 18:28:57,248 |  Habitos - CRM Info |INFO | Verify that user can able to select the delivery time
2018-12-21 18:28:57,255 |  Habitos - CRM Info |ERROR | Verify that user can able to select order  type
2018-12-21 18:30:00,410 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2018-12-21 18:30:00,545 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2018-12-21 18:30:00,557 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2018-12-21 18:30:00,717 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2018-12-21 18:30:00,723 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2018-12-21 18:30:01,260 |  Habitos - ERP |INFO | Verify that if the user can't able to login with correct un & incorrect password
2018-12-21 18:30:01,358 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2018-12-21 18:30:01,367 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2018-12-21 18:30:01,498 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2018-12-21 18:30:01,505 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2018-12-21 18:30:01,583 |  Habitos - ERP |INFO | Verify that user can able to login the valid credentials
2018-12-21 18:30:11,621 |  Habitos - CRM Info |INFO | Verify that if click info it should redirect to crm info index screen 
2018-12-21 18:30:13,862 |  Habitos - CRM Info |INFO | Verify that if click add new button it should redirect to add new screen
2018-12-21 18:30:14,022 |  Habitos - CRM Info |INFO | User can enter the name in name field
2018-12-21 18:30:14,604 |  Habitos - CRM Info |INFO | User can able to select the category
2018-12-21 18:30:14,962 |  Habitos - CRM Info |INFO | User can enter the email in email field
2018-12-21 18:30:15,282 |  Habitos - CRM Info |INFO | User can enter the address in address field
2018-12-21 18:30:15,780 |  Habitos - CRM Info |INFO | User can able to select the facilities
2018-12-21 18:30:15,954 |  Habitos - CRM Info |INFO | user can enter the lat value
2018-12-21 18:30:16,131 |  Habitos - CRM Info |INFO | user can enter the longtitue values
2018-12-21 18:30:32,610 |  Habitos - CRM Info |ERROR | Verify that user can able to select the meal time
2018-12-21 18:30:38,635 |  Habitos - CRM Info |ERROR | Verify that user can able to select meal type
2018-12-21 18:30:44,669 |  Habitos - CRM Info |ERROR | Verify that user can able to select Student type
2018-12-21 18:30:48,697 |  Habitos - CRM Info |ERROR | Verify that user can able to select spread type
2018-12-21 18:30:50,338 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2018-12-21 18:30:50,537 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2018-12-21 18:30:50,562 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2018-12-21 18:30:50,728 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2018-12-21 18:30:50,735 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2018-12-21 18:30:51,274 |  Habitos - ERP |INFO | Verify that if the user can't able to login with correct un & incorrect password
2018-12-21 18:30:51,362 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2018-12-21 18:30:51,371 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2018-12-21 18:30:51,514 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2018-12-21 18:30:51,523 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2018-12-21 18:30:51,603 |  Habitos - ERP |INFO | Verify that user can able to login the valid credentials
2018-12-21 18:30:52,713 |  Habitos - CRM Info |ERROR | Verify that user can able to enter the total count
2018-12-21 18:30:58,727 |  Habitos - CRM Info |INFO | Verify that user can able to select the consume time
2018-12-21 18:31:00,098 |  Habitos - CRM Info |INFO | Verify that if click info it should redirect to crm info index screen 
2018-12-21 18:31:02,301 |  Habitos - CRM Info |INFO | Verify that if click add new button it should redirect to add new screen
2018-12-21 18:31:02,591 |  Habitos - CRM Info |INFO | User can enter the name in name field
2018-12-21 18:31:02,964 |  Habitos - CRM Info |ERROR | Verify that user can able to select the meal time
2018-12-21 18:31:02,968 |  Habitos - CRM Info |ERROR | Verify that user can able to select meal type
2018-12-21 18:31:02,972 |  Habitos - CRM Info |ERROR | Verify that user can able to select Student type
2018-12-21 18:31:02,977 |  Habitos - CRM Info |ERROR | Verify that user can able to select spread type
2018-12-21 18:31:02,981 |  Habitos - CRM Info |ERROR | Verify that user can able to enter the total count
2018-12-21 18:31:02,985 |  Habitos - CRM Info |INFO | Verify that user can able to select the consume time
2018-12-21 18:31:02,989 |  Habitos - CRM Info |INFO | Verify that user can able to select the dispatch time
2018-12-21 18:31:02,994 |  Habitos - CRM Info |INFO | Verify that user can able to select the delivery time
2018-12-21 18:31:02,998 |  Habitos - CRM Info |ERROR | Verify that user can able to select order  type
2018-12-21 18:31:04,744 |  Habitos - CRM Info |INFO | Verify that user can able to select the dispatch time
2018-12-21 18:31:10,772 |  Habitos - CRM Info |INFO | Verify that user can able to select the delivery time
2018-12-29 10:57:36,716 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2018-12-29 10:57:36,905 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2018-12-29 10:57:36,914 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2018-12-29 10:57:37,028 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2018-12-29 10:57:37,037 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2018-12-29 10:57:40,632 |  Habitos - ERP |INFO | Verify that if the user can't able to login with correct un & incorrect password
2018-12-29 10:57:40,698 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2018-12-29 10:57:40,704 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2018-12-29 10:57:40,823 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2018-12-29 10:57:40,833 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2018-12-29 10:57:40,898 |  Habitos - ERP |INFO | Verify that user can able to login the valid credentials
2019-01-07 12:38:05,600 |  BramHope Website Portal |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2019-01-07 12:38:05,827 |  BramHope Website Portal |INFO | Verify that if the User Name field is present 
2019-01-07 12:38:05,841 |  BramHope Website Portal |INFO | Verify that if the username fields get autofocus
2019-01-07 12:38:06,021 |  BramHope Website Portal |INFO | Verify that if the Password  field is present 
2019-01-07 12:38:06,032 |  BramHope Website Portal |INFO | Verify that if the password fields get focused
2019-01-07 12:38:06,579 |  BramHope Website Portal |ERROR | Verify that if the user can't able to login with correct un & incorrect password
2019-01-07 12:38:06,672 |  BramHope Website Portal |INFO | Verify that if the User Name field is present 
2019-01-07 12:38:06,681 |  BramHope Website Portal |INFO | Verify that if the username fields get autofocus
2019-01-07 12:38:06,845 |  BramHope Website Portal |INFO | Verify that if the Password  field is present 
2019-01-07 12:38:06,853 |  BramHope Website Portal |INFO | Verify that if the password fields get focused
2019-01-07 12:38:06,936 |  BramHope Website Portal |INFO | Verify that user can able to login the valid credentials
2019-01-07 13:03:33,413 |  BramHope Website Portal |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2019-01-07 13:03:33,535 |  BramHope Website Portal |INFO | Verify that if the User Name field is present 
2019-01-07 13:03:33,544 |  BramHope Website Portal |INFO | Verify that if the username fields get autofocus
2019-01-07 13:03:33,768 |  BramHope Website Portal |INFO | Verify that if the Password  field is present 
2019-01-07 13:03:33,801 |  BramHope Website Portal |INFO | Verify that if the password fields get focused
2019-01-07 13:03:34,335 |  BramHope Website Portal |ERROR | Verify that if the user can't able to login with correct un & incorrect password
2019-01-07 13:03:34,427 |  BramHope Website Portal |INFO | Verify that if the User Name field is present 
2019-01-07 13:03:34,440 |  BramHope Website Portal |INFO | Verify that if the username fields get autofocus
2019-01-07 13:03:34,555 |  BramHope Website Portal |INFO | Verify that if the Password  field is present 
2019-01-07 13:03:34,562 |  BramHope Website Portal |INFO | Verify that if the password fields get focused
2019-01-07 13:03:34,641 |  BramHope Website Portal |INFO | Verify that user can able to login the valid credentials
2019-01-07 13:04:58,433 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2019-01-07 13:05:25,246 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2019-01-07 13:05:25,448 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 13:05:25,459 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 13:05:25,638 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 13:05:25,644 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 13:05:26,149 |  Habitos - ERP |INFO | Verify that if the user can't able to login with correct un & incorrect password
2019-01-07 13:05:26,254 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 13:05:26,264 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 13:05:26,408 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 13:05:26,420 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 13:05:26,504 |  Habitos - ERP |INFO | Verify that user can able to login the valid credentials
2019-01-07 13:05:34,191 |  Habitos - CRM Info |INFO | Verify that if click info it should redirect to crm info index screen 
2019-01-07 13:05:36,254 |  Habitos - CRM Info |INFO | Verify that if click add new button it should redirect to add new screen
2019-01-07 13:05:59,514 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2019-01-07 13:05:59,648 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 13:05:59,658 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 13:05:59,796 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 13:05:59,805 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 13:06:00,198 |  Habitos - ERP |INFO | Verify that if the user can't able to login with correct un & incorrect password
2019-01-07 13:06:00,301 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 13:06:00,314 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 13:11:39,708 |  BramHope Website Portal |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2019-01-07 13:11:39,882 |  BramHope Website Portal |INFO | Verify that if the User Name field is present 
2019-01-07 13:11:39,893 |  BramHope Website Portal |INFO | Verify that if the username fields get autofocus
2019-01-07 13:11:40,062 |  BramHope Website Portal |INFO | Verify that if the Password  field is present 
2019-01-07 13:11:40,077 |  BramHope Website Portal |INFO | Verify that if the password fields get focused
2019-01-07 13:11:40,708 |  BramHope Website Portal |ERROR | Verify that if the user can't able to login with correct un & incorrect password
2019-01-07 13:11:40,797 |  BramHope Website Portal |INFO | Verify that if the User Name field is present 
2019-01-07 13:11:40,809 |  BramHope Website Portal |INFO | Verify that if the username fields get autofocus
2019-01-07 13:11:40,923 |  BramHope Website Portal |INFO | Verify that if the Password  field is present 
2019-01-07 13:11:40,930 |  BramHope Website Portal |INFO | Verify that if the password fields get focused
2019-01-07 13:11:41,014 |  BramHope Website Portal |INFO | Verify that user can able to login the valid credentials
2019-01-07 13:12:53,501 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2019-01-07 13:12:53,811 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 13:12:53,825 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 13:12:53,971 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 13:12:53,979 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 13:12:54,494 |  Habitos - ERP |INFO | Verify that if the user can't able to login with correct un & incorrect password
2019-01-07 13:12:54,586 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 13:12:54,596 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 13:12:54,701 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 13:12:54,712 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 13:12:54,773 |  Habitos - ERP |INFO | Verify that user can able to login the valid credentials
2019-01-07 13:12:55,273 |  Habitos - CRM Info |ERROR | Verify that if click info it should redirect to crm info index screen 
2019-01-07 13:12:55,482 |  Habitos - CRM Info |ERROR | Verify that if click add new button it should redirect to add new screen
2019-01-07 13:12:55,500 |  Habitos - CRM Info |ERROR | Verify that user can able to select the meal time
2019-01-07 13:12:55,506 |  Habitos - CRM Info |ERROR | Verify that user can able to select meal type
2019-01-07 13:12:55,512 |  Habitos - CRM Info |ERROR | Verify that user can able to select Student type
2019-01-07 13:12:55,517 |  Habitos - CRM Info |ERROR | Verify that user can able to select spread type
2019-01-07 13:12:55,526 |  Habitos - CRM Info |ERROR | Verify that user can able to enter the total count
2019-01-07 13:12:55,533 |  Habitos - CRM Info |INFO | Verify that user can able to select the consume time
2019-01-07 13:12:55,539 |  Habitos - CRM Info |INFO | Verify that user can able to select the dispatch time
2019-01-07 13:12:55,544 |  Habitos - CRM Info |INFO | Verify that user can able to select the delivery time
2019-01-07 13:12:55,548 |  Habitos - CRM Info |ERROR | Verify that user can able to select order  type
2019-01-07 14:29:17,549 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2019-01-07 14:29:17,857 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 14:29:17,871 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 14:29:18,015 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 14:29:18,024 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 14:29:18,664 |  Habitos - ERP |INFO | Verify that if the user can't able to login with correct un & incorrect password
2019-01-07 14:29:18,744 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 14:29:18,757 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 14:29:18,916 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 14:29:18,924 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 14:29:19,012 |  Habitos - ERP |INFO | Verify that user can able to login the valid credentials
2019-01-07 14:29:19,956 |  Habitos - CRM Info |ERROR | Verify that if click info it should redirect to crm info index screen 
2019-01-07 14:29:20,161 |  Habitos - CRM Info |ERROR | Verify that if click add new button it should redirect to add new screen
2019-01-07 14:29:20,172 |  Habitos - CRM Info |ERROR | Verify that user can able to select the meal time
2019-01-07 14:29:20,176 |  Habitos - CRM Info |ERROR | Verify that user can able to select meal type
2019-01-07 14:29:20,180 |  Habitos - CRM Info |ERROR | Verify that user can able to select Student type
2019-01-07 14:29:20,184 |  Habitos - CRM Info |ERROR | Verify that user can able to select spread type
2019-01-07 14:29:20,188 |  Habitos - CRM Info |ERROR | Verify that user can able to enter the total count
2019-01-07 14:29:20,193 |  Habitos - CRM Info |INFO | Verify that user can able to select the consume time
2019-01-07 14:29:20,197 |  Habitos - CRM Info |INFO | Verify that user can able to select the dispatch time
2019-01-07 14:29:20,203 |  Habitos - CRM Info |INFO | Verify that user can able to select the delivery time
2019-01-07 14:29:20,208 |  Habitos - CRM Info |ERROR | Verify that user can able to select order  type
2019-01-07 14:30:49,455 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2019-01-07 14:30:49,675 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 14:30:49,687 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 14:30:49,863 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 14:30:49,873 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 14:30:50,421 |  Habitos - ERP |INFO | Verify that if the user can't able to login with correct un & incorrect password
2019-01-07 14:30:50,497 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 14:30:50,505 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 14:30:50,610 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 14:30:50,616 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 14:30:50,677 |  Habitos - ERP |INFO | Verify that user can able to login the valid credentials
2019-01-07 14:30:59,744 |  Habitos - CRM Info |INFO | Verify that if click info it should redirect to crm info index screen 
2019-01-07 14:34:31,635 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2019-01-07 14:34:31,780 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 14:34:31,792 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 14:34:31,978 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 14:34:31,988 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 14:34:32,409 |  Habitos - ERP |INFO | Verify that if the user can't able to login with correct un & incorrect password
2019-01-07 14:34:32,498 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 14:34:32,515 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 14:34:32,674 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 14:34:32,681 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 14:34:32,747 |  Habitos - ERP |INFO | Verify that user can able to login the valid credentials
2019-01-07 14:34:35,676 |  Habitos - CRM Info |INFO | Verify that if click info it should redirect to crm info index screen 
2019-01-07 14:47:20,967 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2019-01-07 14:47:21,250 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 14:47:21,260 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 14:47:21,396 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 14:47:21,418 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 14:47:22,073 |  Habitos - ERP |INFO | Verify that if the user can't able to login with correct un & incorrect password
2019-01-07 14:47:22,185 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 14:47:22,197 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 14:47:22,376 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 14:47:22,385 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 14:47:22,482 |  Habitos - ERP |INFO | Verify that user can able to login the valid credentials
2019-01-07 14:47:31,954 |  Habitos - CRM Info |INFO | Verify that if click info it should redirect to crm info index screen 
2019-01-07 14:47:38,880 |  Habitos - CRM Info |INFO | Verify that if click add new button it should redirect to add new screen
2019-01-07 14:47:39,110 |  Habitos - CRM Info |INFO | User can enter the name in name field
2019-01-07 14:47:41,338 |  Habitos - CRM Info |ERROR | Verify that user can able to select the meal time
2019-01-07 14:47:41,340 |  Habitos - CRM Info |ERROR | Verify that user can able to select meal type
2019-01-07 14:47:41,356 |  Habitos - CRM Info |ERROR | Verify that user can able to select Student type
2019-01-07 14:47:41,372 |  Habitos - CRM Info |ERROR | Verify that user can able to select spread type
2019-01-07 14:47:41,389 |  Habitos - CRM Info |ERROR | Verify that user can able to enter the total count
2019-01-07 14:47:41,406 |  Habitos - CRM Info |INFO | Verify that user can able to select the consume time
2019-01-07 14:47:41,422 |  Habitos - CRM Info |INFO | Verify that user can able to select the dispatch time
2019-01-07 14:47:41,437 |  Habitos - CRM Info |INFO | Verify that user can able to select the delivery time
2019-01-07 14:47:41,453 |  Habitos - CRM Info |ERROR | Verify that user can able to select order  type
2019-01-07 16:58:28,159 |  Habitos - ERP |ERROR | isn't working
2019-01-07 16:58:28,180 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2019-01-07 17:54:07,914 |  Habitos - ERP |INFO | ********** Verify that use can able to login with correct username & incorrect password***********
2019-01-07 17:54:08,037 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 17:54:08,047 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 17:54:08,194 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 17:54:08,203 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 17:54:08,648 |  Habitos - ERP |INFO | Verify that if the user can't able to login with correct un & incorrect password
2019-01-07 17:54:08,749 |  Habitos - ERP |INFO | Verify that if the User Name field is present 
2019-01-07 17:54:08,759 |  Habitos - ERP |INFO | Verify that if the username fields get autofocus
2019-01-07 17:54:08,881 |  Habitos - ERP |INFO | Verify that if the Password  field is present 
2019-01-07 17:54:08,888 |  Habitos - ERP |INFO | Verify that if the password fields get focused
2019-01-07 17:54:08,964 |  Habitos - ERP |INFO | Verify that user can able to login the valid credentials
2019-01-07 17:54:20,262 |  Habitos - CRM Info |INFO | Verify that if click info it should redirect to crm info index screen 
2019-01-07 17:54:25,737 |  Habitos - CRM Info |INFO | Verify that if click add new button it should redirect to add new screen
2019-01-07 17:54:25,925 |  Habitos - CRM Info |INFO | User can enter the name in name field
